CustomerID,Age,Gender,MaritalStatus,Education,Occupation,AnnualIncome,SpendingScore,MembershipStatus,OnlineActivityScore,TenureYears,PreferredChannel,FrequencyOfPurchase,AvgTransactionValue,Region,LoyaltyScore,ProductCategory,CouponUsageRate,SatisfactionRating
CUST0219,69,Male,Widowed,None,Student,124388,6,Gold,22,0.8,In-store,45,34.24,North,100,Books,0.16,4
CUST0220,29,Female,Divorced,High School,Unemployed,18262,75,None,40,7.5,In-store,15,792.8,Central,36,Books,0.72,3
CUST0221,56,Other,Widowed,Master's,Unemployed,81981,38,None,92,3.0,Online,6,21.78,Central,45,Electronics,0.7,5
CUST0222,19,Other,Single,None,Student,135951,6,Silver,79,3.0,In-store,33,300.22,Central,2,Books,0.97,5
CUST0223,20,Other,Single,Master's,Student,138099,45,Gold,27,15.5,Online,19,15.86,Central,28,Clothing,0.3,5
CUST0224,66,Other,Widowed,None,Professional,96972,75,None,47,12.6,Online,13,382.44,North,26,Clothing,0.76,5
CUST0225,54,Female,Married,Master's,Professional,90485,14,Silver,37,1.9,Online,29,72.53,West,23,Clothing,0.43,4
CUST0226,66,Other,Widowed,Bachelor's,Student,69722,66,Gold,30,1.2,Online,6,914.38,South,79,Beauty,0.56,4
CUST0227,34,Other,Widowed,Master's,Professional,104499,40,Platinum,13,9.4,Both,15,421.52,Central,36,Home & Living,0.82,3
CUST0228,66,Male,Single,Bachelor's,Retired,21901,3,None,96,11.8,Online,16,464.9,South,91,Electronics,0.22,4
CUST0229,19,Other,Divorced,Master's,Unemployed,132473,99,Silver,72,3.9,In-store,24,356.35,South,6,Books,0.34,4
CUST0230,19,Female,Single,None,Unemployed,23597,97,Platinum,90,5.0,Online,23,631.23,Central,35,Clothing,0.77,1
CUST0231,45,Female,Divorced,None,Student,144631,24,Gold,87,1.5,In-store,48,786.56,West,38,Electronics,0.57,1
CUST0232,40,Female,Single,None,Self-employed,78909,19,Gold,76,8.1,Online,10,651.67,South,35,Electronics,0.09,2
CUST0233,54,Female,Widowed,PhD,Student,87391,18,Gold,89,5.0,Both,41,750.73,East,100,Home & Living,0.43,3
CUST0234,49,Other,Single,High School,Professional,78293,64,None,28,3.5,Online,41,906.91,South,74,Beauty,0.59,1
CUST0235,50,Other,Single,None,Self-employed,26874,88,Silver,50,0.3,Online,49,864.91,Central,94,Books,0.91,3
CUST0236,18,Female,Single,Bachelor's,Professional,101402,35,Platinum,48,12.4,Both,17,677.32,North,53,Beauty,0.19,3
CUST0237,36,Female,Widowed,None,Retired,29079,62,Silver,42,4.8,Online,49,222.49,South,38,Books,0.81,5
CUST0238,19,Other,Widowed,PhD,Professional,87779,1,None,91,1.1,In-store,44,641.33,West,93,Clothing,0.13,3
CUST0239,61,Female,Widowed,Bachelor's,Retired,110408,100,Silver,91,4.7,Online,45,511.02,East,59,Clothing,0.24,5
CUST0240,43,Male,Widowed,PhD,Retired,135606,25,None,71,5.7,Online,30,720.05,East,43,Electronics,0.24,2
CUST0241,49,Female,Divorced,Bachelor's,Professional,135062,45,Gold,86,3.7,Online,44,834.6,North,4,Books,0.88,2
CUST0242,23,Female,Divorced,Master's,Professional,27100,49,Platinum,92,6.3,Both,46,745.29,North,5,Books,0.2,2
CUST0243,49,Male,Married,High School,Retired,72021,98,Gold,4,4.4,Online,10,848.1,South,68,Beauty,0.79,5
CUST0244,21,Male,Widowed,High School,Self-employed,143126,89,Silver,41,14.8,Online,19,73.23,Central,100,Clothing,0.46,5
CUST0245,28,Other,Divorced,PhD,Retired,107446,16,Gold,6,0.3,In-store,29,41.3,West,45,Groceries,1.0,2
CUST0246,34,Other,Single,High School,Unemployed,44437,98,Platinum,41,0.6,Online,2,265.92,East,80,Electronics,0.84,5
CUST0247,55,Male,Widowed,PhD,Retired,35862,93,Gold,35,1.0,Online,36,901.66,North,25,Books,0.74,4
CUST0248,41,Male,Married,PhD,Self-employed,26669,19,Platinum,26,5.9,Online,19,825.42,West,78,Home & Living,0.87,4
CUST0249,22,Other,Married,PhD,Unemployed,136219,23,Platinum,57,5.2,Online,7,685.9,Central,11,Home & Living,0.63,5
CUST0250,69,Female,Married,High School,Student,30916,83,Gold,45,11.1,In-store,26,703.75,East,29,Groceries,0.84,5
CUST0251,51,Male,Single,PhD,Student,25878,25,None,65,6.6,In-store,15,729.4,East,34,Clothing,0.26,1
CUST0252,23,Other,Divorced,High School,Self-employed,17985,16,Silver,24,3.5,Both,47,943.18,Central,86,Clothing,0.1,1
CUST0253,39,Female,Single,PhD,Retired,56235,54,None,72,24.0,Online,38,833.87,East,14,Clothing,0.62,3
CUST0254,28,Male,Widowed,None,Professional,33931,73,None,26,1.5,Both,3,627.16,Central,24,Beauty,0.43,3
CUST0255,65,Female,Married,PhD,Self-employed,107876,1,Gold,0,9.0,Both,38,669.06,East,59,Home & Living,0.43,3
CUST0256,33,Other,Single,Bachelor's,Unemployed,15336,42,Silver,86,2.8,Online,16,221.6,South,39,Clothing,0.53,2
CUST0257,50,Male,Single,PhD,Unemployed,57933,19,Silver,73,5.2,In-store,2,660.75,Central,26,Home & Living,0.36,4
CUST0258,26,Female,Divorced,Master's,Student,60536,97,None,41,6.5,In-store,31,430.43,West,43,Groceries,0.63,2
CUST0259,23,Male,Divorced,PhD,Unemployed,84504,34,Gold,51,5.0,Online,28,161.43,South,36,Electronics,0.03,5
CUST0260,33,Female,Married,Bachelor's,Self-employed,114214,80,Silver,24,0.8,Online,7,808.34,West,39,Beauty,0.97,1
CUST0261,46,Other,Single,Bachelor's,Unemployed,128936,55,None,53,2.9,In-store,30,515.14,East,61,Books,0.92,5
CUST0262,20,Other,Single,High School,Self-employed,31279,18,Silver,66,4.1,Online,43,977.65,West,16,Groceries,0.94,5
CUST0263,37,Male,Divorced,None,Professional,118751,34,Gold,5,9.5,Online,7,288.86,South,59,Home & Living,0.37,1
CUST0264,53,Female,Single,PhD,Student,119433,89,Gold,57,2.9,Online,36,485.86,Central,96,Groceries,0.53,5
CUST0265,36,Male,Single,High School,Unemployed,86386,45,Gold,69,12.6,In-store,29,453.52,North,6,Books,0.95,3
CUST0266,43,Male,Single,None,Self-employed,101124,6,Silver,52,2.9,Both,24,129.57,West,98,Beauty,0.9,1
CUST0267,20,Female,Divorced,PhD,Retired,120750,21,Platinum,65,4.0,Both,39,431.85,North,56,Electronics,0.79,5
CUST0268,36,Female,Married,Master's,Student,92485,70,Silver,57,8.0,Online,4,294.68,West,8,Books,0.41,3
CUST0269,37,Female,Widowed,PhD,Professional,89055,96,Platinum,81,4.4,In-store,29,168.72,West,94,Beauty,0.56,3
CUST0270,49,Other,Married,Bachelor's,Self-employed,106911,48,Gold,86,16.1,Online,44,289.33,Central,27,Home & Living,0.79,4
CUST0271,24,Male,Widowed,Bachelor's,Professional,113618,39,None,1,5.4,In-store,5,240.92,East,71,Books,0.27,3
CUST0272,69,Male,Single,Master's,Professional,128892,31,Platinum,75,3.7,Online,29,736.73,South,27,Groceries,0.63,2
CUST0273,58,Other,Married,High School,Unemployed,86128,10,Gold,21,0.1,In-store,30,40.47,South,89,Clothing,0.83,1
CUST0274,50,Female,Widowed,None,Unemployed,67495,30,Gold,36,2.7,In-store,29,621.29,South,46,Groceries,0.71,1
CUST0275,57,Other,Divorced,PhD,Self-employed,97806,18,Platinum,19,1.8,Both,26,763.05,East,41,Home & Living,0.48,1
CUST0276,56,Other,Divorced,Bachelor's,Retired,108185,60,None,23,6.9,Online,19,485.92,North,79,Electronics,0.58,5
CUST0277,35,Other,Married,High School,Self-employed,64649,88,Gold,83,1.2,Both,26,932.25,South,25,Books,0.99,5
CUST0278,57,Male,Married,Master's,Retired,110402,73,Platinum,64,1.1,Both,37,710.8,North,86,Electronics,0.6,2
CUST0279,18,Other,Single,Bachelor's,Professional,45676,95,None,64,1.1,In-store,27,750.44,East,18,Home & Living,0.79,3
CUST0280,28,Male,Married,Master's,Student,79093,15,None,80,0.7,Online,30,204.96,East,12,Books,0.73,5
CUST0281,45,Male,Single,PhD,Self-employed,94414,4,Gold,0,1.9,In-store,30,779.52,Central,87,Beauty,0.7,3
CUST0282,42,Male,Single,None,Self-employed,108095,63,Silver,93,10.9,In-store,3,833.77,South,51,Beauty,0.72,3
CUST0283,67,Female,Divorced,Bachelor's,Retired,87307,40,Silver,2,7.5,In-store,43,367.65,Central,39,Groceries,0.45,5
CUST0284,40,Male,Divorced,Bachelor's,Professional,110432,9,Gold,45,6.6,Online,7,221.23,South,89,Groceries,0.47,5
CUST0285,48,Male,Widowed,PhD,Professional,46923,9,None,54,8.0,Online,49,391.2,East,10,Home & Living,0.47,2
CUST0286,47,Female,Divorced,High School,Retired,132449,26,Gold,74,1.6,In-store,9,742.21,East,94,Beauty,0.03,4
CUST0287,59,Male,Divorced,None,Professional,62574,4,Platinum,87,10.9,Online,41,423.46,West,74,Books,0.24,1
CUST0288,52,Other,Married,Bachelor's,Unemployed,136757,81,Silver,85,0.7,In-store,42,739.29,West,98,Beauty,0.15,5
CUST0289,24,Other,Divorced,None,Student,68664,16,Platinum,63,2.0,Online,13,122.43,East,77,Groceries,0.89,5
CUST0290,33,Male,Widowed,Bachelor's,Self-employed,82384,15,Gold,44,4.4,Online,15,807.95,East,54,Home & Living,0.27,3
CUST0291,43,Female,Married,None,Student,46027,99,Gold,25,0.5,Both,5,260.68,North,29,Beauty,0.14,4
CUST0292,65,Other,Widowed,Master's,Self-employed,49485,52,None,76,6.5,In-store,29,256.44,North,41,Home & Living,0.12,5
CUST0293,69,Female,Divorced,Bachelor's,Unemployed,50554,69,None,64,2.4,Both,35,594.48,Central,9,Beauty,0.7,4
CUST0294,66,Female,Widowed,None,Professional,61922,5,None,23,7.7,Both,27,79.42,West,63,Electronics,0.01,1
CUST0295,19,Other,Married,High School,Retired,28409,20,Platinum,73,3.4,In-store,27,36.03,West,77,Beauty,0.47,3
CUST0296,18,Female,Single,Master's,Unemployed,51639,79,None,34,1.0,In-store,8,268.42,East,37,Groceries,0.12,2
CUST0297,65,Other,Widowed,Master's,Student,34692,18,Gold,23,6.6,Online,32,542.69,East,14,Books,0.85,1
CUST0298,29,Female,Widowed,High School,Retired,104037,2,None,27,1.5,In-store,20,908.54,Central,73,Groceries,0.96,4
CUST0299,22,Other,Married,None,Professional,33074,93,Silver,99,3.4,Both,10,847.97,West,72,Groceries,0.96,4
CUST0300,54,Male,Married,PhD,Unemployed,44963,13,None,79,0.4,Both,13,495.54,North,39,Groceries,0.44,1
CUST0301,49,Other,Widowed,High School,Retired,67265,4,Platinum,15,4.8,In-store,29,46.68,South,40,Home & Living,0.64,4
CUST0302,26,Other,Divorced,None,Unemployed,31061,42,Silver,58,5.5,Both,35,539.9,Central,54,Clothing,0.6,2
CUST0303,58,Other,Widowed,High School,Unemployed,128502,74,Silver,80,2.4,Online,8,707.75,South,3,Clothing,0.35,2
CUST0304,52,Other,Married,High School,Professional,37800,61,Silver,53,15.4,Both,29,345.77,North,55,Electronics,0.44,4
CUST0305,36,Female,Single,Bachelor's,Self-employed,131192,95,Platinum,78,10.4,Online,31,119.95,North,33,Groceries,0.06,4
CUST0306,65,Male,Single,None,Retired,122228,8,Gold,15,6.2,Both,41,285.78,South,96,Clothing,0.8,2
CUST0307,33,Other,Divorced,PhD,Professional,43054,67,None,14,6.3,Online,30,773.87,Central,71,Electronics,0.24,4
CUST0308,20,Female,Widowed,Bachelor's,Unemployed,28233,63,Silver,97,1.5,Online,22,357.73,South,19,Home & Living,0.46,5
CUST0309,37,Male,Single,High School,Professional,80727,9,Silver,10,5.3,In-store,21,813.86,Central,34,Groceries,0.48,3
CUST0310,41,Male,Widowed,High School,Self-employed,105610,94,Silver,64,1.1,Online,12,326.33,Central,78,Books,0.56,5
CUST0311,50,Male,Married,High School,Retired,85453,11,Gold,78,0.8,In-store,11,171.92,East,50,Home & Living,0.82,4
CUST0312,41,Male,Single,None,Self-employed,119135,99,Gold,89,37.7,Both,2,441.49,West,47,Electronics,0.69,4
CUST0313,69,Other,Divorced,None,Student,123464,42,Platinum,67,4.9,Both,41,457.75,West,46,Home & Living,0.66,3
CUST0314,28,Other,Married,Bachelor's,Retired,28682,13,Gold,42,2.8,Both,2,25.95,North,56,Books,0.53,4
CUST0315,66,Female,Divorced,PhD,Self-employed,73160,36,None,68,1.7,Online,34,125.87,East,57,Home & Living,0.1,3
CUST0316,25,Female,Married,Bachelor's,Unemployed,38666,13,Platinum,98,4.6,Both,3,193.08,West,83,Electronics,0.4,2
CUST0317,53,Female,Single,Master's,Retired,73817,12,Platinum,12,0.3,Both,16,122.45,Central,51,Books,0.96,3
CUST0318,55,Male,Divorced,High School,Retired,106198,37,None,9,0.5,In-store,4,348.11,Central,54,Books,1.0,3
CUST0319,57,Male,Divorced,High School,Professional,56830,74,None,74,0.2,In-store,23,964.98,South,90,Home & Living,0.73,5
CUST0320,37,Other,Married,High School,Unemployed,25234,73,None,81,3.5,Both,20,514.13,South,81,Books,0.23,4
CUST0321,52,Male,Divorced,Bachelor's,Student,72616,52,Platinum,97,4.6,Both,25,631.28,Central,28,Home & Living,0.1,2
CUST0322,65,Male,Married,Bachelor's,Self-employed,24221,71,Platinum,40,0.3,Online,30,362.82,Central,19,Groceries,0.41,1
CUST0323,42,Male,Married,High School,Professional,16051,2,Platinum,49,6.4,Online,18,330.25,South,27,Books,0.86,3
CUST0324,52,Female,Married,Bachelor's,Self-employed,125529,56,None,86,1.3,Both,42,32.92,West,48,Home & Living,0.72,1
CUST0325,42,Female,Married,None,Student,91918,60,None,70,5.8,In-store,11,505.33,North,19,Groceries,0.88,4
CUST0326,46,Other,Single,None,Student,93116,23,Silver,58,20.1,Both,29,488.77,South,97,Books,0.62,3
CUST0327,35,Male,Married,Bachelor's,Retired,137226,40,Gold,38,5.9,Online,17,166.25,West,51,Groceries,0.13,1
CUST0328,63,Male,Widowed,High School,Student,59757,64,Silver,2,10.7,In-store,26,766.68,West,7,Beauty,0.11,5
CUST0329,35,Other,Divorced,Bachelor's,Self-employed,136008,85,None,75,14.8,In-store,23,497.75,West,29,Books,0.05,1
CUST0330,19,Male,Widowed,Bachelor's,Unemployed,146379,23,Platinum,6,3.3,Online,48,345.6,East,43,Beauty,0.57,5
CUST0331,52,Male,Single,Bachelor's,Unemployed,71889,29,None,48,6.1,Both,20,155.44,East,69,Electronics,0.24,2
CUST0332,33,Female,Widowed,Master's,Retired,50944,78,Gold,25,9.6,Both,45,556.64,West,94,Electronics,0.73,4
CUST0333,58,Other,Divorced,None,Self-employed,114555,90,Silver,32,2.2,Both,2,755.29,Central,58,Home & Living,0.69,1
CUST0334,53,Other,Widowed,PhD,Self-employed,53134,51,Silver,47,1.5,Online,24,289.18,East,8,Clothing,0.32,3
CUST0335,50,Other,Single,PhD,Student,40954,69,Platinum,78,14.6,In-store,31,226.61,South,42,Beauty,0.18,4
CUST0336,21,Other,Married,Master's,Self-employed,104959,95,Silver,1,6.5,Online,27,526.72,East,76,Beauty,0.1,1
CUST0337,50,Female,Widowed,Bachelor's,Professional,19992,89,Silver,70,1.2,Both,2,163.79,Central,42,Electronics,0.74,3
CUST0338,31,Female,Single,Master's,Student,16961,31,None,31,3.0,Online,14,669.95,North,13,Beauty,0.45,3
CUST0339,38,Male,Single,Master's,Professional,27497,50,Silver,3,8.0,In-store,4,609.29,East,26,Clothing,0.32,3
CUST0340,65,Male,Divorced,High School,Retired,28255,20,Silver,19,4.0,Online,49,96.21,West,18,Groceries,0.86,3
CUST0341,37,Male,Divorced,None,Unemployed,63847,55,Silver,35,5.2,Both,13,46.16,West,42,Groceries,0.59,1
CUST0342,25,Male,Widowed,PhD,Retired,35389,81,Platinum,31,7.0,In-store,36,624.09,West,51,Clothing,0.52,2
CUST0343,24,Female,Married,Bachelor's,Unemployed,138802,2,Platinum,27,4.9,Online,35,301.35,North,84,Beauty,0.74,5
CUST0344,20,Other,Single,PhD,Retired,76576,25,None,76,3.9,Online,44,95.58,Central,16,Beauty,0.82,5
CUST0345,34,Female,Widowed,PhD,Self-employed,58919,13,Silver,0,6.9,In-store,8,761.83,South,3,Beauty,0.69,5
CUST0346,50,Male,Single,None,Professional,18358,92,Platinum,59,6.5,In-store,2,320.9,Central,91,Home & Living,0.44,2
CUST0347,65,Female,Single,PhD,Unemployed,103535,70,Platinum,55,5.0,Both,6,465.0,North,79,Books,0.38,3
CUST0348,29,Other,Married,PhD,Student,120982,67,None,34,2.2,In-store,31,244.44,West,98,Clothing,0.77,3
CUST0349,68,Other,Married,Master's,Professional,20698,58,Gold,29,2.6,Both,10,631.04,Central,45,Clothing,0.52,4
CUST0350,39,Female,Widowed,None,Student,81809,99,Silver,53,17.6,Online,44,308.47,South,22,Clothing,0.7,5
CUST0351,39,Female,Married,High School,Professional,108079,82,Platinum,35,0.6,Both,21,968.34,West,23,Clothing,0.89,5
CUST0352,63,Female,Married,Bachelor's,Professional,70805,75,None,54,1.6,Online,42,705.92,South,59,Clothing,0.92,3
CUST0353,47,Male,Widowed,PhD,Retired,90033,84,None,88,3.4,In-store,10,145.36,East,62,Beauty,0.28,5
CUST0354,55,Female,Married,Bachelor's,Unemployed,113239,64,None,79,9.1,Online,23,422.53,South,68,Home & Living,0.19,3
CUST0355,55,Female,Divorced,High School,Unemployed,145407,69,Platinum,57,0.9,In-store,3,391.57,West,54,Electronics,0.26,3
CUST0356,62,Female,Single,Bachelor's,Professional,59041,83,Silver,82,1.6,Online,32,538.9,East,57,Beauty,0.75,3
CUST0357,68,Other,Single,High School,Self-employed,46954,86,Gold,64,0.3,Online,20,843.51,West,23,Beauty,0.37,1
CUST0358,25,Other,Single,Master's,Self-employed,23002,59,Silver,68,6.1,Online,10,587.59,West,60,Books,0.17,1
CUST0359,44,Male,Single,PhD,Student,84783,60,None,50,1.4,Online,29,70.94,East,73,Electronics,0.1,1
CUST0360,44,Male,Widowed,High School,Student,122524,83,None,21,2.5,Both,41,658.86,South,88,Clothing,0.33,1
CUST0361,51,Other,Single,Bachelor's,Retired,139857,62,Gold,87,2.9,Online,46,18.18,North,85,Electronics,0.14,2
CUST0362,38,Other,Single,PhD,Professional,34738,16,Silver,52,11.1,Both,34,782.16,North,55,Home & Living,0.16,4
CUST0363,47,Other,Single,Master's,Student,25703,88,None,99,2.6,In-store,37,669.97,North,80,Groceries,0.68,4
CUST0364,50,Female,Single,PhD,Student,128776,68,None,35,0.8,In-store,20,315.7,North,63,Beauty,0.02,3
CUST0365,45,Female,Divorced,High School,Professional,59724,15,Silver,67,3.7,Both,8,299.52,Central,56,Electronics,0.12,5
CUST0366,64,Other,Single,Master's,Retired,47299,89,None,35,16.5,In-store,7,800.29,North,55,Books,0.84,1
CUST0367,50,Female,Divorced,Bachelor's,Student,30641,55,Silver,51,4.7,In-store,6,785.5,East,25,Home & Living,0.84,4
CUST0368,22,Female,Widowed,Master's,Retired,94534,35,None,52,20.5,Online,11,358.78,North,26,Groceries,0.33,4
CUST0369,65,Male,Married,Master's,Unemployed,21305,55,Silver,81,9.2,Online,44,305.96,West,49,Home & Living,0.09,1
CUST0370,36,Other,Single,None,Retired,33782,14,Gold,49,0.2,Online,18,564.23,North,63,Clothing,0.7,2
CUST0371,21,Other,Married,Master's,Self-employed,93257,49,None,79,5.4,Both,42,18.28,South,45,Groceries,0.36,2
CUST0372,52,Female,Married,Master's,Self-employed,92963,83,Gold,40,1.7,Both,29,91.84,East,73,Books,0.05,4
CUST0373,66,Other,Widowed,PhD,Retired,136987,100,None,17,4.1,In-store,25,134.91,East,79,Groceries,0.16,2
CUST0374,34,Male,Married,Bachelor's,Self-employed,139591,7,None,21,1.6,Online,21,193.56,Central,39,Books,0.14,1
CUST0375,61,Male,Divorced,PhD,Unemployed,82766,30,Platinum,65,2.1,Both,46,516.9,West,97,Clothing,0.59,4
CUST0376,45,Male,Married,PhD,Professional,21511,83,Silver,20,12.8,Both,3,992.32,East,65,Books,0.9,1
CUST0377,47,Other,Married,High School,Self-employed,129816,49,Gold,99,1.2,Online,18,656.09,South,69,Home & Living,0.79,2
CUST0378,46,Other,Married,PhD,Self-employed,19765,89,Gold,43,10.4,Both,24,70.69,North,56,Electronics,0.55,1
CUST0379,63,Other,Single,None,Retired,38929,16,Gold,46,0.2,Online,47,530.32,East,9,Home & Living,0.42,2
CUST0380,23,Other,Single,None,Unemployed,126576,51,Silver,38,0.5,In-store,38,501.68,South,70,Beauty,0.62,2
CUST0381,52,Other,Divorced,High School,Professional,86088,72,Platinum,28,9.6,In-store,10,152.73,North,28,Home & Living,0.44,1
CUST0382,58,Male,Divorced,Bachelor's,Retired,92525,82,Gold,53,5.0,In-store,27,921.07,Central,45,Groceries,0.25,2
CUST0383,54,Female,Single,Bachelor's,Retired,28780,92,Silver,89,6.9,Online,12,446.36,East,26,Clothing,0.68,3
CUST0384,41,Male,Divorced,PhD,Unemployed,21589,80,None,84,1.2,Both,7,994.61,East,28,Beauty,0.87,1
CUST0385,46,Other,Single,PhD,Professional,108664,83,Gold,16,3.9,In-store,17,425.87,South,40,Beauty,0.37,3
CUST0386,66,Male,Widowed,PhD,Unemployed,119188,42,Gold,79,6.7,In-store,1,611.88,West,15,Beauty,0.84,1
CUST0387,63,Other,Married,Bachelor's,Professional,108326,17,Platinum,59,4.9,In-store,26,113.71,Central,6,Electronics,0.43,2
CUST0388,48,Other,Married,Master's,Unemployed,55953,63,Gold,30,3.2,Both,15,459.69,West,27,Books,0.4,2
CUST0389,52,Male,Divorced,None,Retired,80785,45,Gold,72,16.1,Both,33,246.38,East,38,Groceries,0.03,4
CUST0390,50,Other,Single,Master's,Retired,34309,77,None,94,5.6,Online,37,837.21,West,68,Clothing,0.7,4
CUST0391,69,Female,Single,Master's,Student,69195,7,Silver,77,11.9,In-store,47,786.08,North,75,Electronics,0.81,3
CUST0392,38,Other,Divorced,Bachelor's,Self-employed,40901,27,Silver,48,6.5,Both,31,825.94,Central,85,Home & Living,0.66,2
CUST0393,49,Female,Single,Master's,Unemployed,40464,10,Platinum,1,6.6,Online,35,726.37,West,64,Clothing,0.15,4
CUST0394,40,Female,Widowed,High School,Student,31260,34,None,47,0.4,In-store,1,834.36,North,30,Beauty,0.1,2
CUST0395,50,Other,Married,PhD,Self-employed,139997,36,Silver,13,2.2,Both,8,208.82,South,82,Clothing,0.57,1
CUST0396,20,Male,Divorced,High School,Unemployed,50440,25,None,58,9.8,Both,12,457.52,West,99,Clothing,0.4,4
CUST0397,35,Female,Divorced,None,Professional,110082,6,Silver,96,1.3,Online,19,694.93,Central,3,Home & Living,0.43,3
CUST0398,42,Male,Single,PhD,Self-employed,120583,24,None,98,0.6,In-store,25,641.02,North,62,Books,0.97,4
CUST0399,59,Female,Divorced,Master's,Retired,71683,18,Platinum,57,2.0,In-store,32,719.19,West,12,Groceries,0.72,2
CUST0400,48,Other,Widowed,None,Student,139206,87,Gold,57,1.2,Both,12,232.02,South,91,Beauty,0.41,5
CUST0401,20,Other,Single,PhD,Self-employed,148059,6,Platinum,50,13.0,In-store,13,107.45,West,30,Books,0.02,5
CUST0402,57,Female,Single,Master's,Self-employed,93484,29,Silver,83,10.1,Online,28,917.64,North,85,Electronics,0.03,2
CUST0403,63,Other,Single,High School,Retired,83309,25,Platinum,1,3.5,Both,1,564.57,West,38,Beauty,0.68,1
CUST0404,41,Female,Single,PhD,Unemployed,60927,55,Gold,40,0.3,Both,6,162.29,Central,85,Groceries,0.84,4
CUST0405,67,Other,Widowed,Master's,Professional,57946,81,Platinum,82,6.3,Online,8,795.5,East,60,Electronics,0.71,5
CUST0406,49,Male,Single,High School,Retired,141503,46,Silver,81,4.9,Both,4,915.78,North,38,Home & Living,0.41,1
CUST0407,64,Other,Divorced,None,Professional,68592,24,Silver,15,17.6,In-store,5,177.87,North,15,Books,0.03,2
CUST0408,39,Male,Widowed,None,Unemployed,48776,75,Platinum,3,4.1,In-store,25,819.24,North,18,Beauty,0.97,1
CUST0409,40,Other,Married,None,Self-employed,149855,26,Gold,11,2.1,Both,22,933.89,North,52,Clothing,0.99,2
CUST0410,19,Male,Married,None,Professional,70798,98,Platinum,28,3.7,Online,28,938.98,West,29,Groceries,0.55,4
CUST0411,44,Other,Divorced,Bachelor's,Student,85204,28,Gold,6,19.4,Online,39,915.01,Central,60,Beauty,0.07,1
CUST0412,59,Male,Divorced,PhD,Student,101207,3,None,13,6.0,In-store,23,550.96,South,21,Clothing,0.54,4
CUST0413,19,Female,Widowed,PhD,Retired,115356,75,Gold,11,5.6,Online,4,362.65,Central,17,Beauty,0.89,1
CUST0414,43,Female,Married,Bachelor's,Unemployed,75652,38,None,98,1.4,Both,4,17.2,North,18,Electronics,0.68,2
CUST0415,34,Male,Married,Master's,Retired,144572,61,Platinum,4,6.8,Both,47,70.3,West,57,Clothing,0.72,2
CUST0416,57,Other,Married,Master's,Retired,35922,78,Gold,80,6.9,In-store,21,434.55,West,37,Clothing,0.08,1
CUST0417,50,Male,Married,None,Retired,91996,51,None,31,1.9,In-store,37,405.33,North,60,Beauty,0.11,2
CUST0418,26,Other,Married,High School,Student,45266,90,None,73,3.3,In-store,41,192.87,West,38,Home & Living,0.13,3
CUST0419,60,Female,Single,Master's,Student,17866,48,None,42,1.7,Online,2,401.53,North,12,Home & Living,0.9,3
CUST0420,65,Other,Divorced,High School,Retired,127669,21,Silver,80,1.5,Both,7,182.9,Central,75,Books,0.53,4
CUST0421,56,Female,Single,PhD,Student,20898,54,Platinum,68,0.1,Both,49,850.3,East,84,Electronics,0.79,3
CUST0422,46,Other,Married,High School,Unemployed,33395,56,None,44,1.7,Both,16,305.21,West,73,Home & Living,0.12,3
CUST0423,59,Other,Widowed,PhD,Retired,19006,94,Gold,8,4.0,In-store,17,602.58,North,1,Beauty,0.93,5
CUST0424,43,Other,Widowed,Bachelor's,Student,25956,59,None,48,0.0,Both,20,507.81,North,58,Home & Living,0.82,5
CUST0425,52,Male,Married,Bachelor's,Professional,110676,72,Silver,32,1.7,Online,23,61.36,West,3,Books,0.22,5
CUST0426,67,Male,Married,None,Retired,136724,51,Platinum,99,10.7,Online,34,942.81,South,63,Groceries,0.87,5
CUST0427,42,Female,Widowed,Master's,Retired,77901,20,Silver,99,4.5,Both,11,531.95,North,21,Books,0.26,2
CUST0428,41,Female,Single,None,Unemployed,122227,96,Silver,17,4.7,In-store,34,331.81,West,23,Clothing,0.21,4
CUST0429,30,Male,Single,PhD,Self-employed,132192,86,Silver,8,2.6,Both,33,166.55,North,9,Clothing,0.26,4
CUST0430,24,Female,Married,None,Self-employed,46417,59,Gold,61,5.6,Online,26,345.14,South,83,Home & Living,0.91,3
CUST0431,53,Male,Single,High School,Unemployed,103020,71,Platinum,56,1.1,Online,2,30.31,East,55,Home & Living,0.92,4
CUST0432,62,Other,Widowed,PhD,Unemployed,98639,9,Platinum,28,8.5,Online,23,369.92,South,19,Books,0.33,3
CUST0433,37,Female,Single,Bachelor's,Unemployed,109881,1,Gold,77,0.6,Both,41,536.17,Central,62,Books,0.71,4
CUST0434,18,Female,Married,Master's,Self-employed,147659,29,Platinum,24,5.3,Online,22,873.15,West,87,Beauty,0.68,1
CUST0435,25,Male,Widowed,PhD,Unemployed,136688,63,Silver,14,2.1,In-store,34,690.5,South,91,Electronics,0.81,1
CUST0436,63,Female,Single,PhD,Student,130584,72,Platinum,5,6.9,Both,15,120.47,East,91,Beauty,0.3,4
CUST0437,33,Female,Divorced,High School,Retired,101567,56,Gold,41,4.0,Both,10,156.27,North,39,Clothing,0.51,2
CUST0438,31,Other,Widowed,Master's,Retired,90886,68,Silver,28,3.0,Online,15,433.84,West,100,Beauty,0.67,3
CUST0439,29,Female,Widowed,Bachelor's,Professional,44432,35,Gold,78,0.9,Online,42,203.75,South,76,Books,0.03,4
